,0,1
13000,dekoderze dex telewizja prywatna,dtv
13001,dekodera,dtv
13002,dekodera chciałem dowiedzieć,dtv
13003,dekodera mówić,dtv
13004,dekodera kabli,dtv
13005,dekodera odbiera dekoder soboty wiem dzieje ogóle przełączam programy kreski,dtv
13006,dekodera nowego będziemy musieli zakładać nowa dekodery kupować starych,dtv
13007,dzwonię faktury,płatności
13008,dzwonię opłat abonament halo,płatności
13009,faktury,płatności
13010,faktury jaką otrzymałam,płatności
13011,faktury odbiór telewizji,płatności
13012,faktury otrzymałam,płatności
13013,faktury otrzymanej skontaktuje,płatności
13014,nadpłaty bym chciała przeksięgować pozostałe miesiące bym ujrzała dalszym ciągu opłaty,saldo
13015,numeru wifi,internet stacjonarny
13016,odstąpienia umowy,odstąpienie
13017,opłat,płatności
13018,opłat regulacje opłaty,płatności
13019,opłat,płatności
13020,opłaty,saldo
13021,opłaty kontaktuje opłaty internetu szybka pomoc internetowa,saldo
13022,opłaty rachunku,saldo
13023,opłaty internet telefon,saldo
13024,opłaty telefon umowę umowę zawierałam bym prosiła kontakt dowiedzieć dostałam rachunki stary nowych,saldo
13025,płatności,saldo
13026,płatności chciałam rozmawiać,saldo
13027,płatności dostałem dostałem,saldo
13028,proszę rezygnacji pakietu zawarłam umowę,rezygnacje
13029,przeniesienia abonamentu spisałam umowę dodzwoniłam,przeniesienie usług
13030,rachunków,saldo
13031,rachunków opłacić kablówkę,saldo
13032,rachunków dostaję rachunki miesiąc nowy tamtym dostałam,saldo
13033,rachunków dzwonię,saldo
13034,rachunków dotarły rachunki ostatnio miałam każdego miesiąca,saldo
13035,rachunku,saldo
13036,rachunku miałam dostać,saldo
13037,rachunku skonsultować razy naliczone,saldo
13038,rachunku chciałam dowiedzieć inspektorem zgodę temu zwrot rachunek przychodzi duży,saldo
13039,rachunku chciałam rozmawiać,saldo
13040,rachunku dostałam rachunek telefonicznie mailowo zapłacić,saldo
13041,rachunku,saldo
13042,rachunku dzwonię,saldo
13043,rachunku dzwoniła,saldo
13044,rachunku informuje,saldo
13045,rachunku dostałam rachunku opłacenia,saldo
13046,rachunku otrzymałam duży rachunek zapłaty telewizję,saldo
13047,rachunku proszę,saldo
13048,rachunku proszę,saldo
13049,rachunku kontaktuję rachunku,saldo
13050,rachunku,saldo
13051,rachunku miesiąc otrzymałam dzieje,saldo
13052,rachunku telewizję kablową,saldo
13053,rachunku pory rachunku,saldo
13054,rachunku przyszła faktura zapłatę,saldo
13055,rezygnacji,rezygnacje
13056,rezygnacji netflixa rocznej promocji,rezygnacje
13057,technicznej dekoder chyba padół dostałem dekoder,dtv
13058,technicznej ekranie pokaże napis problem kartą sprawdź kartę zrobić,dtv
13059,technicznej działa dekoder wczoraj,dtv
13060,telefonu komórkowego dzwonię chciałam konsultantem porozmawiać temat telefonu komórkowego,telefon mobiny
13061,telewizji,dtv
13062,telewizji,dtv
13063,telewizora odbiera,dtv
13064,telewizora włączyłam,dtv
13065,technicznych musimy wczoraj dzwoniłam powiedziała siedemnastej telewizja telewizji pory,dtv
13066,windykacji,windykacja
13067,wypowiedzenia,rezygnacje
13068,wypowiedzenia umowy,rezygnacje
13069,wystawienia rachunku,saldo
13070,zadłużenia chciałam wyjaśnić,windykacja
13071,zaległości rachunku,windykacja
13072,zapłaty telewizor chciałam dowiedzieć rozmawiać,saldo
13073,zapłaty zapłaciłam rachunek proszę włączenie telewizji internetu,saldo
13074,zdania dekodera dniu,dtv
13075,zwrotu dekodera,dtv
13076,wczoraj dzwoniłam dekoder popsutej powtórzyć zrobił samo,dtv
13077,wiem rachunków,saldo
13078,wiem kanałów,dtv
13079,rozmawiałem chodzi druk rachunku zapłacić miesiąc,saldo
13080,wpłaciłem telewizor druku miałem blankietu wpisałem,dtv
13081,wróciłem sprzęt mawiać została rozwiązana mailowo powiadomienie zwrócić sprzęt,zwrot sprzętu
13082,wysyłałam dekoder przyszło otrzymaliście wiem,dtv
13083,komórki dzwonię kogoś stacjonarne mogę sygnału telefonie ludzi dzwonię sygnału kiedyś miałam sygnał,telefon stacjonarny
13084,zadłużenia prosze niegdyś chyba gada przerwy dzwonię,windykacja
13085,zamawiałam usługę popsuł telewizor miał przyjechać,dtv
13086,zamawiałem pakiet eleven chciałem dowiedzieć aktywny karta sim domy przydział,telefon mobiny
13087,zapłaciłem rachunek wczoraj czas przychodzi zapłaconego rachunku gładki proszę sprawdzić odpowiedź,saldo
13088,szkoły jednego mieszkania wszędzie zrobić przenieść internet drugim tkanie,przeniesienie usług
13089,zgłaszałem żyjesz awaria telewizor gra telefonu działa porządku,dtv
13090,żadnej faktury dostaję powiedziałam płaciła jakbym zerwała umowy pisać zgłaszać,płatności
13091,jachtów powiedzieć wymieniony router pory chyba aktywowana usługa internetu proszę,internet stacjonarny
13092,stacjonarnego telewizji,dtv
13093,chciałam odblokowanie telewizora,saldo
13094,chodzi chodzi opłatę rachunku miesiąc,saldo
13095,długo przerwa sygnału telewizji,dtv
13096,długo trwa rozwiązanie umowy dniem ostatniego przykład rozwiązana umowa wygląda strony,rezygnacje
13097,dzwonię prawdopodobnie wysiadł dech dekoder mogę włączyć,dtv
13098,głoszę naprawę dekodera,dtv
13099,koszty chciałam koszty opłaty,saldo
13100,chciałam dostałam faktura zapłacą yeti miesiąc zapłacony,płatności
13101,chciałem pochodziła tą robił rachunki wystawia,saldo
13102,mogę zrezygnować umowy,rezygnacje
13103,spraw technicznych chciałem wymienić dekoder,dtv
13104,telewizja,dtv
13105,obecnie wynosi faktura,płatności
13106,jakiejś telewizor miała,dtv
13107,zadłużenia,windykacja
13108,zadłużenie,windykacja
13109,telefon stacjonarny stacjonarnego numer komórki numer dzwoni,telefon stacjonarny
13110,powiedziała postaram rozwiązać twoją sprawę potrzebować,rezygnacje
13111,kontaktuje dostałam wezwanie zapłaty chciałam wyjaśnić uważam zalegam żadną zapłatą,saldo
13112,kontaktuje rachunku proszę,saldo
13113,kontaktuje rachunku chyba pomyłka rachunku multimediami wiem wiem zrobić,saldo
13114,kontaktuje wyjaśnienia rachunku,saldo
13115,kontaktuje temacie faktury podano numer faktury,płatności
13116,aktywować hb,hbo
13117,aktywować usługę hbo konto hb,hbo
13118,przesłać dowiedzieć numer konta,saldo
13119,włączyć telewizji kanały drugim telewizorze internet,dtv
13120,wypowiedzieć umowę internet,rezygnacje
13121,chodzi rachunki mamy druczków ostatnio druczki starych tamtym wypełniała koszt daty przedstawia,saldo
13122,mogę odzyskać nadpłatę,saldo
13123,mogę rozwiązać umowę,rezygnacje
13124,mogę wypowiedzieć umowę,rezygnacje
13125,mogę wypowiedzieć umowę,rezygnacje
13126,mogę zmienić ustawienia telewizorze dekoderze żebym widziała aktualne trwające programy tv,dtv
13127,pomóc skończył odcinki zapłaty proszę przysłać,saldo
13128,dokumenty należy złożyć zrezygnować usług,rezygnacje
13129,najbardziej,dtv
13130,obora telewizora,dtv
13131,razu rozmawiać telewizją,dtv
13132,oddać sprzęt rozwiązaniu umowy,zwrot sprzętu
13133,odliczyć nadpłatę bieżącego rachunku,saldo
13134,oglądać telewizję,dtv
13135,połączyć router,internet stacjonarny
13136,pomóc dekodera nagrywarką,dtv
13137,przenieść usługę winną lokacji,przeniesienie usług
13138,przenieść usługi innego miasta,przeniesienie usług
13139,rozwiązać rozmowę umowę rozwiązać umowę,rezygnacje
13140,rozwiązać umowę,rezygnacje
13141,rozwiązać umowę fixem,rezygnacje
13142,rozwiązać umowę podpisaną,rezygnacje
13143,rozwiązać umowę wcześniej,rezygnacje
13144,rozwiązać umowę,rezygnacje
13145,odzywa zmiany dekodera powiększenie oferty,dtv
13146,zalogować strefy klienta,umowa
13147,poradzić wiem wina moich nieumiejętności telewizora uchronić proszę interwencję,dtv
13148,sprawa dzwonię komórkowego,telefon mobilny
13149,sprawdzić status mojej sprawy,status zgłoszenia
13150,nacisnę dekoder oświecą program nabycia programów,dtv
13151,nazwać wiem chodzi,internet stacjonarny
13152,mojego rachunku chce rozmawiać,saldo
13153,powiedzieć dekodera,dtv
13154,nazywa odnośnie dekoder telewizji kablowej,dtv
13155,telewizja,dtv
13156,czym telewizja odbiera cholery jasnej podgaj,dtv
13157,uaktywnić fakturę elektroniczną,płatności
13158,ustawić kolejność kanałów dekoderze,dtv
13159,uzyskać dostęp konfiguracji wifi,internet stacjonarny
13160,szkoda braku telewizji,dtv
13161,technicznych uszkodzony dekoder,dtv
13162,rachunku chciałem rozmawiać,saldo
13163,rachunku dostałam opłacić takiej,dtv
13164,płac rachunki płacę,saldo
13165,włączam dekoder pilotem wyskakuje hdmi sms,dtv
13166,włączyć dekoder,dtv
13167,wygląda rozwiązanie umowy,rezygnacje
13168,wygląda rozwiązanie umowy właściciel,rezygnacje
13169,wyłączyć roaming,telefon mobiny
13170,wypowiedzieć umowę,rezygnacje
13171,wywrócić dekoder,dtv
13172,robotem chodzi odstąpienie umowy,odstąpienie
13173,zalogować kablówki telewizji ludzie,dtv
13174,założyć strefy klienta,umowa
13175,zerwać umowę oddałem dekoder żebyś wysuwali faktur,dtv
13176,złożyć wypowiedzenie umowy,rezygnacje
13177,zmienić hasło wifi,internet stacjonarny
13178,dekoder telewizji podłączony jednej drugiej programy mamy najniższy,dtv
13179,zrezygnować umowy,rezygnacje
13180,zrezygnować usług lekcji,rezygnacje
13181,zrobić cesję,cesja
13182,zrobić cesję umowy,cesja
13183,zwrócić sprzęt,zwrot sprzętu
13184,zwrócić sprzęt wypowiedzeniu umowy,zwrot sprzętu
13185,zwykle internetu stacjonarnego,internet stacjonarny
13186,zwykle internetu stacjonarnego nowością,internet stacjonarny
13187,kwota zapłacenia,saldo
13188,kwota faktury ostatniej,płatności
13189,wysokość ostatniej faktury,płatności
13190,opłata nową umowę,saldo
13191,nadpłata wykazała,saldo
13192,jaką zaległości ukraińcu,windykacja
13193,jaką komórkowego,internet mobilny
13194,jaką sprawdzić kartę problem kartą wyjaśnić,dtv
13195,jaką telewizor router działa,dtv
13196,jaką wysokość abonamentu zapłacenia,saldo
13197,jakbym przeniesienie przeniesienie usług,przeniesienie usług
13198,jakbyś czytała opcji każdym razem powiedziałabyś internetu stacjonarnego,internet stacjonarny
13199,standard nadawania programów telewizyjnych zgodnie,dtv
13200,internet domowy internet domowy,internet stacjonarny
13201,internet stacjonarny,internet stacjonarny
13202,czas zwrotu urządzenia wypowiedzeniu umowy,zwrot sprzętu
13203,długi okres wypowiedzenia zakończeniu umowy,rezygnacje
13204,telefon mobilny,telefon mobilny
13205,koszt dekoderu drugi,dtv
13206,koszt rezygnacji umowy,rezygnacje
13207,login hasło routera internetu stacjonarnego,internet stacjonarny
13208,hasło routera,internet stacjonarny
13209,numer konta,saldo
13210,numer konta wpłaty internet,saldo
13211,okres wypowiedzenia umowy,rezygnacje
13212,rachunek zapłaty,saldo
13213,salda rachunku,saldo
13214,zadłużenia,windykacja
13215,status mojego zamówienia,status zgłoszenia
13216,status mojej cesji mojego pisma dzieje pismem,status zgłoszenia
13217,hasło kod dostępu internetu prostu podłączyć,internet stacjonarny
13218,okres umowy wypowiedzenia obowiązuje,rezygnacje
13219,internet stacjonarny internet stacjonarny,internet stacjonarny
13220,stacjonarny mobilny telefon mobilny,telefon mobiny
13221,opłaty zakończeniu umowy,saldo
13222,hasło internetu,internet stacjonarny
13223,hasło wifi,internet stacjonarny
13224,hasło internetu,internet stacjonarny
13225,hasło routera,internet stacjonarny
13226,saldo,saldo
13227,zadłużenie koncie rachunku,windykacja
13228,saldo,saldo
13229,usługi chodzi ogóle,umowa
13230,saldo dzisiejszy,saldo
13231,zadłużenie niby wiem bym chciała dowiedzieć chodzi,windykacja
13232,saldo,saldo
13233,nowy dekoder siebie,dtv
13234,usługi,umowa
13235,warunki rozwiązanie umowy,rezygnacje
13236,usługi,umowa
13237,usługi umie miał monter,umowa
13238,zadłużenie,windykacja
13239,jakiego dotyczy zaprogramował pieprzysz bzdury chodzi rachunki dostałem zapłacić,saldo
13240,jakiegoś pracownika poprosić fachowca telewizora,dtv
13241,jakieś dodatkowe wie naciąganie wezmę rachunki przychodzą miałam ogóle wyłączyć telewizor,saldo
13242,jakieś głupoty mówić umowie gadasz głupoty,dtv
13243,jakieś telewizja,dtv
13244,jakieś robot chce zerwać kontrakt,rezygnacje
13245,jakikolwiek telewizor,dtv
13246,wcześniej chciałem rozmawiać odnośnie pakietu pakietu telewizji,dtv
13247,jakość obrazu chodził jakość obrazu wyrazisty jakieś takiemu nienajlepszy,dtv
13248,jakże dzwoniłam telewizora dekodera,dtv
13249,jamy powtarzam płaciła ciocia mniej mieć podstawowe programy,dtv
13250,porozmawiać temat zwrotu dekodera rozwiązałam umowę państwem,dtv
13251,byłam umówiona panem miał wymienić dekoder,dtv
13252,pilocie źle nacisnęłam proszę pomóc starszym człowiekiem akurat wcześnie widziałam źle nacisnęłam,dtv
13253,zmieni czas dzwonię należy dobre proszę rachunków,saldo
13254,spytać łące telefon stacjonarny leśnymi bystre,telefon stacjonarny
13255,hol znam nazwisk nac telewizji,dtv
13256,jasne chciałam zgłosić wymianę dekodera,dtv
13257,jazów żadnego zadłużenia konkretnie nowej umowie,windykacja
13258,duplikat karty ilu,telefon mobiny
13259,telewizor mieć drugim pokoju psikus,dtv
13260,internet stacjonarny,internet stacjonarny
13261,internet stacjonarny,internet stacjonarny
13262,telewizji,dtv
13263,jednego,internet stacjonarny
13264,jednego tmobile chwili telefon domowy komórkowy,telefon stacjonarny
13265,jednorazowo faktury końca,płatności
13266,jednym dekoderze drugim działa,dtv
13267,jedynie telewizją chodzi telefony czynne mówi takiego numeru proszę sprawdzić chciałam podać numery telefonów,dtv
13268,jedynym oknem świat telewizor tydzień awaria proszę powiedzieć grane opłacę,dtv
13269,przenieść odpowiedź listem,przeniesienie usług
13270,komórkowego,telefon mobiny
13271,telewizor,dtv
13272,jejku wiem telewizja kartę internet,dtv
13273,awaria dekodera,dtv
13274,awaria dekodera działa telewizor telefony internet,dtv
13275,awaria mogę odbierać sygnału telewizji,dtv
13276,awaria linii ogólnie awarię internetu domu chciałem dowiedzieć awaria,internet stacjonarny
13277,awaria komunikat sprawdź kartę problem kartą,dtv
13278,awaria telewizji odbioru telewizji ulicy dunikowskiego,dtv
13279,awaria telefonu stacjonarnego sygnału dodzwonić,telefon stacjonarny
13280,awaria telewizji internetu,dtv
13281,awaria rybniku telewizja działa,dtv
13282,blokada środków,windykacja
13283,błąd numerze telefonu mogę zalogować strefy klienta,umowa
13284,błędy dostępu telewizję sprawić,dtv
13285,połączenia telewizorem,internet stacjonarny
13286,rachunku,saldo
13287,sygnału telewizji kanałów,dtv
13288,telewizji wyskakuje błąd,dtv
13289,całkowita blokada,windykacja
13290,rachunki nowy dostałam,saldo
13291,dekoder piwa nazwisko kubicka stawki,dtv
13292,dekodera,dtv
13293,głos lecą igrzyska olimpijskie głosu,dtv
13294,instalacji internetu stacjonarnego,internet stacjonarny
13295,internet domowy telewizja działa wifi,internet stacjonarny
13296,internet internetem stacjonarnym,internet stacjonarny
13297,internetu stacjonarnego,internet stacjonarny
13298,internetu stacjonarnego domowego,internet stacjonarny
13299,awaria miała zlikwidowana telewizji telefonu internetu nocy,dtv
13300,internetu mobilnego,internet mobilny
13301,koniec dostałem faktury,płatności
13302,ekranie błąd dekodera spraw dekoder prawidłowa podłączony trwa samego telewizji,dtv
13303,napis sygnału wiem przyczyna,dtv
13304,naprawione wifi internet miał jutro przyjść mechanika niepotrzebny,internet stacjonarny
13305,niesprawnego dekodera,dtv
13306,nowy telewizor zakupiony podłączyć sieci,dtv
13307,awarię dekodera,dtv
13308,odłącz blokada założona internecie,windykacja
13309,prawdopodobnie awaria ustalić mamy telewizji internetu,dtv
13310,prawidłowo dekoder podłączony akurat jednego sąsiada naszym bloku państwa becker,dtv
13311,problem działa pilot dekodera prostu oglądać telewizji,dtv
13312,problem dekoderem,dtv
13313,problem dekoderem często zawiesza dźwięk,dtv
